movieId,title,genres,storyline,country,language,director,release_year,runtime,age_rating,tag_1,tag_2,tag_3
1729,Jackie Brown (1997),Crime|Drama|Thriller,"The middle-aged stewardess Jackie Brown smuggles money from Mexico to Los Angeles for the arms dealer Ordell Robbie. When she gets caught by the agents Ray Nicolet and Mark Dargus with ten thousand dollars and cocaine in her purse, they propose a deal to her to help them to arrest Ordell in exchange of her freedom. Meanwhile Ordell asks the 56-year-old Max Cherry, who runs a bail bond business, to release Jackie Brown with the intention of eliminating her. Jackie suspects of Ordell's intention and plots a complicated confidence game with Max to steal half a million dollars from Ordell. —Claudio Carvalho, Rio de Janeiro, Brazil",United States,English,Quentin Tarantino,1997.0,2 hours 34 minutes,18,multiple perspectives,flight attendant,bail bondsman
1730,Kundun (1997),Drama,"The Tibetans refer to the Dalai Lama as 'Kundun', which means 'The Presence'. He was forced to escape from his native home, Tibet, when communist China invaded and enforced an oppressive regime upon the peaceful nation of Tibet. The Dalai Lama escaped to India in 1959 and has been living in exile in Dharamsala ever since. —Deki",Monaco,"English, Tibetan, Mandarin",Martin Scorsese,1997.0,2 hours 14 minutes,12,dalai lama,buddha,buddhism
1731,Mr. Magoo (1997),Comedy,"Mr. Magoo is an eccentric millionaire with terrible eyesight who refuses to use eyeglasses, therefore he always gets into trouble. During a museum robbery he accidentally gets a priceless gem called the Star of Kurdistan and starts to trace the way for the arch-criminals--Austin Cloquet and Ortega ""The Piranha"" Peru-- who had wanted to steal it. Meanwhile, two federal agents, Stupak and Anders, lead the manhunt for Mr. Magoo himself. —Anonymous",United States,English,Stanley Tong,1997.0,1 hour 27 minutes,All,based on cartoon,slapstick comedy,bloopers during credits
1732,"Big Lebowski, The (1998)",Comedy|Crime,"When ""the dude"" Lebowski is mistaken for a millionaire Lebowski, two thugs urinate on his rug to coerce him into paying a debt he knows nothing about. While attempting to gain recompense for the ruined rug from his wealthy counterpart, he accepts a one-time job with high pay-off. He enlists the help of his bowling buddy, Walter, a gun-toting Jewish-convert with anger issues. Deception leads to more trouble, and it soon seems that everyone from porn empire tycoons to nihilists want something from The Dude. —ahmetkozan",United States,"English, German, Hebrew, Spanish",Joel Coen,1998.0,1 hour 57 minutes,18,rug,nihilism,bowling alley
1733,Afterglow (1997),Drama|Romance,"Two families are unhappy with their respective relationships: first of ambitious businessman Jeffrey Byron and sexually frustrated Marianne and second of repair contractor Lucky Mann and former B-movie actress Phyllis. When Lucky arrives to Byron's apartment to make some minor repair and Marianne becomes obsessed with him, the everyday balance breaks. —Anonymous",United States,"English, French",Alan Rudolph,1997.0,1 hour 59 minutes,Rated R for sexuality and some language,older woman younger man relationship,sex in a bathtub,ex soldier
1734,My Life in Pink (Ma vie en rose) (1997),Comedy|Drama,Ludovic is a transgender girl who is coming out. She talks of marrying her neighbor's son and can not understand why everyone is so surprised about it. Her family and neighbors struggle with her actions. —Anonymous,Belgium,French,Alain Berliner,1997.0,1 hour 28 minutes,All,boy dresses as a girl,gender,7 year old
1735,Great Expectations (1998),Drama|Romance,"Based on Charles Dickens' timeless tale, this is a story of the love of a man for an unreachable woman. Updated to modern-day New York City, the story concerns a man of modest background who falls in love with a rich girl. But when a mysterious benefactor greenlights the man to make his dreams come true, everything done has the ultimate goal of making Estella fall in love with him. —Steve Richer <sricher@sympatico.ca>",United States,"English, French, Portuguese",Alfonso Cuarón,1998.0,1 hour 51 minutes,15,estella character,whiskey,cigarette
1739,3 Ninjas: High Noon On Mega Mountain (1998),Action|Children|Comedy,"Three young boys, Rocky, Colt and Tum Tum together with their neighbor girl, computer whiz Amanda are visiting Mega Mountain amusement park when it is invaded by an army of ninjas led by evil Medusa, who wants to take over the park and hold the owners for ransom. Kids and retired TV star Dave Dragon, who made his farewell appearance at the park at the time the ninjas appeared, have to break Medusa's vicious plans. —Anonymous",United States,English,Sean McNamara,1998.0,1 hour 33 minutes,12,hostile takeover,machine gun,die hard scenario
1746,Senseless (1998),Comedy,"Darryl Witherspoon is a young black college student who wants to win annual junior analyst competition, which can land him a job in a big brokerage company. He becomes a guinea pig for the drug developed at the college which is promised to heighten all senses by ten times. —Anonymous",United States,English,Penelope Spheeris,1998.0,1 hour 33 minutes,12,male rear nudity,one word title,public nudity
1747,Wag the Dog (1997),Comedy,"After being caught in a scandalous situation days before the election, the president does not seem to have much of a chance of being re-elected. One of his advisers contacts a top Hollywood producer in order to manufacture a war in Albania that the president can heroically end, all through mass media. —Christy",United States,"English, Albanian",Barry Levinson,1997.0,1 hour 37 minutes,15,satire,scandal,bombs
1748,Dark City (1998),Adventure|Film-Noir|Sci-Fi|Thriller,"John Murdoch awakens alone in a strange hotel to find that he has lost his memory and is wanted for a series of brutal and bizarre murders. While trying to piece together his past, he stumbles upon a fiendish underworld controlled by a group of beings known as The Strangers who possess the ability to put people to sleep and alter the city and its inhabitants. Now Murdoch must find a way to stop them before they take control of his mind and destroy him. —Anonymous",Australia,English,Alex Proyas,1998.0,1 hour 40 minutes,15,neo noir,alien race,memory
1752,Hard Rain (1998),Action|Crime|Thriller,"In the small town of Huntingburg, the armored truck with three million dollars driven by Tom and his Uncle Charlie gets stuck in the flooding. They realize that the town has been evacuated since the dam does not have capacity to hold the storm. While waiting for the National Guard, they are attacked by Jim and his gang formed by Kenny, Mr. Mehlor and Ray and the clumsy Kenny kills Charlie. Tom flees with the bags of money and hides them in the cemetery. Then he is hunted down by Jim and his gang and he hides in a church. Out of the blue, he is knocked out and awakes locked in a cell. Soon he learns that the restorer Karen believed he was a looter and hit him. Sheriff Mike Collins and Deputy Wayne Bryce go to investigate Tom' story while Officer Phil takes Karen out of the town by boat. However she escapes with the boat and goes to the church. Meanwhile Tom is trapped in the cell full of water and Karen rescues him. He decides to return to the armored truck to retrieve a shotgun but he is captured by Jim and his men and learns that Charlie was part of the gang. He tries to retrieve the hidden money for the gang, but Sheriff Collins and his men have already taken it. Soon Tom learns that the Sheriff wants to keep the money for him and his men and Tom and Karen are witnesses and he teams up with Jim. —Claudio Carvalho, Rio de Janeiro, Brazil",United States,English,Mikael Salomon,1998.0,1 hour 37 minutes,12,rogue cop,cop turns criminal,crooked cops
1753,Half Baked (1998),Comedy,"After Kenny accidentally kills a cop's diabetic horse by feeding it the food he purchased from a munchie run, he is put in jail and is given a 1 million dollar bail. The rest of the group must bail Kenny out before Nasty Nate gets to him. The group decides to sell marijuana that Thurgood gets through his job as a janitor at a pharmaceutical lab. They become pals with rap star Sir Smoke-A-Lot and the rivals of dealer Samson Simpson. On the side, Thurgood seeks the love of Mary Jane, an anti-pot daughter of a dealer. What follows is typical pothead behaviour with a ton of cameos. Look carefully. —Tim Brooks <tbrooks@mminternet.com>",United States,"English, Turkish",Tamra Davis,1998.0,1 hour 22 minutes,"Rated R for pervasive drug content, language, nudity and sexual material",friendship between men,roommate roommate relationship,actor plays multiple roles
